ID,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,term_deposit
19413,40,management,2,tertiary,0,713,0,0,6,aug,433,3,-1,0,0
19414,41,management,1,secondary,0,911,0,0,6,aug,292,2,-1,0,0
19415,39,technician,2,secondary,0,425,1,0,6,aug,562,3,-1,0,0
19416,35,management,2,tertiary,0,0,0,0,6,aug,543,4,-1,0,0
19417,46,technician,0,secondary,0,225,0,0,6,aug,530,5,-1,0,0
19418,43,management,2,tertiary,0,5926,0,0,6,aug,685,2,-1,0,0
19419,49,admin.,2,secondary,0,284,1,0,6,aug,131,3,-1,0,0
19420,38,technician,2,tertiary,0,180,0,0,6,aug,258,7,-1,0,0
19421,59,admin.,2,unknown,0,64343,0,0,6,aug,45,4,-1,0,0
19422,42,housemaid,2,primary,0,128,0,0,6,aug,492,2,-1,0,0
19423,48,blue-collar,2,primary,0,1203,0,0,6,aug,61,5,-1,0,0
19424,48,technician,2,secondary,0,504,0,1,6,aug,227,3,-1,0,0
19425,46,housemaid,2,primary,0,1085,0,0,6,aug,265,8,-1,0,0
19426,49,management,0,tertiary,0,651,0,1,6,aug,79,3,-1,0,0
19427,32,technician,2,secondary,0,374,0,0,6,aug,119,6,-1,0,0
19428,42,management,2,tertiary,0,60,0,0,6,aug,426,3,-1,0,0
19429,32,management,2,tertiary,0,71,0,0,6,aug,80,3,-1,0,0
19430,45,services,2,secondary,0,38,1,0,6,aug,307,3,-1,0,0
19431,34,management,1,tertiary,0,2576,1,1,6,aug,236,4,-1,0,0
19432,32,technician,2,tertiary,0,500,0,0,6,aug,105,6,-1,0,0
19433,44,management,2,tertiary,0,4333,0,0,6,aug,68,6,-1,0,0
19434,38,services,2,secondary,0,5003,0,0,6,aug,275,9,-1,0,0
19435,46,blue-collar,2,primary,0,0,0,0,6,aug,178,4,-1,0,0
19436,41,technician,2,secondary,0,-832,0,0,6,aug,226,5,-1,0,0
19437,52,blue-collar,2,primary,0,2091,0,0,6,aug,181,2,-1,0,0
19438,44,technician,2,secondary,0,339,1,1,6,aug,244,3,-1,0,0
19439,52,technician,2,secondary,0,1815,0,0,6,aug,131,3,-1,0,0
19440,46,technician,2,secondary,0,0,0,0,6,aug,132,2,-1,0,0
19441,30,management,1,tertiary,0,223,0,0,6,aug,106,3,-1,0,0
19442,39,management,1,tertiary,0,0,0,0,6,aug,135,2,-1,0,0
19443,48,services,2,secondary,0,2850,1,0,6,aug,107,3,-1,0,0
19444,50,admin.,2,secondary,0,706,1,0,6,aug,1250,4,-1,0,1
19445,51,blue-collar,2,primary,0,7098,0,0,6,aug,1471,7,-1,0,1
19446,30,management,1,tertiary,0,5389,0,0,6,aug,1456,3,-1,0,1
19447,57,technician,2,tertiary,0,4043,1,0,7,aug,122,4,-1,0,0
19448,54,blue-collar,2,primary,0,6812,1,0,7,aug,108,3,-1,0,0
19449,56,retired,2,secondary,0,0,0,1,7,aug,110,4,-1,0,0
19450,38,technician,2,secondary,0,1097,0,1,7,aug,186,3,-1,0,0
19451,31,technician,1,tertiary,0,418,0,0,7,aug,67,6,-1,0,0
19452,51,services,2,tertiary,0,0,0,0,7,aug,297,8,-1,0,0
19453,39,technician,2,tertiary,0,94,0,0,7,aug,70,2,-1,0,0
19454,51,management,2,tertiary,0,10077,0,0,7,aug,93,2,-1,0,0
19455,34,management,0,secondary,0,291,0,0,7,aug,91,2,-1,0,0
19456,49,admin.,2,secondary,0,0,0,0,7,aug,301,2,-1,0,0
19457,49,blue-collar,2,unknown,0,2635,0,0,7,aug,88,2,-1,0,0
19458,35,technician,2,secondary,0,1055,1,0,7,aug,261,2,-1,0,0
19459,47,blue-collar,2,unknown,0,1660,0,0,7,aug,187,2,-1,0,0
19460,52,housemaid,2,primary,0,420,0,0,7,aug,139,4,-1,0,0
19461,50,admin.,2,secondary,0,106,0,1,7,aug,59,2,-1,0,0
19462,37,admin.,1,tertiary,0,2505,0,0,7,aug,420,3,-1,0,0
19463,43,management,2,tertiary,0,11754,0,0,7,aug,352,2,-1,0,0
19464,42,management,2,tertiary,0,-323,1,0,7,aug,135,2,-1,0,0
19465,48,technician,0,secondary,0,791,0,0,7,aug,219,2,-1,0,0
19466,38,management,1,tertiary,0,3813,0,0,7,aug,117,2,-1,0,0
19467,52,entrepreneur,2,secondary,0,0,0,0,7,aug,82,2,-1,0,0
19468,41,technician,2,secondary,0,634,0,0,7,aug,122,2,-1,0,0
19469,41,management,1,tertiary,0,0,0,0,7,aug,91,2,-1,0,0
19470,37,management,2,tertiary,0,649,0,0,7,aug,64,2,-1,0,0
19471,45,blue-collar,2,secondary,0,2603,1,1,7,aug,235,2,-1,0,0
19472,36,entrepreneur,1,secondary,0,67,0,0,7,aug,67,2,-1,0,0
19473,34,student,1,tertiary,0,873,1,0,7,aug,267,2,-1,0,0
19474,30,technician,2,tertiary,0,2283,0,0,7,aug,74,2,-1,0,0
19475,38,management,2,tertiary,0,-34,1,0,7,aug,131,2,-1,0,0
19476,55,technician,0,secondary,1,284,1,0,7,aug,78,2,-1,0,0
19477,33,management,2,tertiary,0,340,0,0,7,aug,402,2,-1,0,0
19478,31,technician,1,secondary,0,40,0,0,7,aug,123,2,-1,0,0
19479,32,housemaid,2,primary,0,1349,1,0,7,aug,132,2,-1,0,0
19480,34,technician,0,tertiary,0,674,1,0,7,aug,587,2,-1,0,1
19481,48,technician,2,secondary,0,566,0,0,7,aug,51,3,-1,0,0
19482,43,technician,2,tertiary,0,1663,0,0,7,aug,185,2,-1,0,0
19483,35,technician,0,tertiary,0,20,1,1,7,aug,51,2,-1,0,0
19484,45,technician,2,secondary,0,1732,0,0,7,aug,163,2,-1,0,0
19485,56,management,2,tertiary,0,3120,1,0,7,aug,666,2,-1,0,0
19486,40,technician,2,secondary,0,1076,0,0,7,aug,326,2,-1,0,0
19487,51,self-employed,2,primary,0,183,0,1,7,aug,292,2,-1,0,0
19488,39,technician,1,secondary,0,1104,0,0,7,aug,395,2,-1,0,1
19489,31,technician,2,secondary,0,54,0,0,7,aug,137,2,-1,0,0
19490,47,admin.,2,secondary,0,3070,0,0,7,aug,663,4,-1,0,1
19491,30,housemaid,1,tertiary,0,868,0,0,7,aug,387,2,-1,0,0
19492,39,technician,2,tertiary,0,4765,1,0,7,aug,108,2,-1,0,0
19493,58,unemployed,2,secondary,0,2690,0,0,7,aug,142,2,-1,0,0
19494,38,admin.,2,secondary,0,46,0,0,7,aug,48,2,-1,0,0
19495,49,blue-collar,2,secondary,0,406,1,1,7,aug,253,2,-1,0,0
19496,47,technician,2,tertiary,0,3690,0,0,7,aug,228,2,-1,0,0
19497,30,technician,2,secondary,0,371,0,0,7,aug,124,2,-1,0,0
19498,35,management,2,tertiary,0,260,0,0,7,aug,358,2,-1,0,0
19499,52,technician,0,secondary,0,204,0,0,7,aug,134,2,-1,0,0
19500,48,blue-collar,2,secondary,0,205,0,0,7,aug,239,2,-1,0,0
19501,36,management,1,tertiary,0,5340,1,0,7,aug,113,4,-1,0,0
19502,48,technician,1,secondary,0,-347,0,1,7,aug,84,2,-1,0,0
19503,31,management,1,tertiary,0,424,0,1,7,aug,224,2,-1,0,0
19504,34,technician,1,secondary,0,60,0,0,7,aug,274,2,-1,0,0
19505,33,entrepreneur,2,tertiary,0,595,0,0,7,aug,22,2,-1,0,0
19506,35,technician,2,secondary,0,463,1,0,7,aug,309,4,-1,0,0
19507,33,technician,1,secondary,0,20,1,0,7,aug,131,2,-1,0,0
19508,45,self-employed,2,secondary,0,3098,1,0,7,aug,159,2,-1,0,0
19509,52,management,1,tertiary,0,741,0,0,7,aug,63,2,-1,0,0
19510,39,management,2,tertiary,0,1572,0,0,7,aug,1462,4,-1,0,0
19511,42,technician,1,secondary,0,77,0,1,7,aug,152,2,-1,0,0
19512,53,technician,2,secondary,0,234,0,0,7,aug,103,2,-1,0,0
19513,31,technician,2,secondary,0,246,0,0,7,aug,159,2,-1,0,0
19514,46,admin.,2,secondary,0,311,0,0,7,aug,225,6,-1,0,0
19515,52,admin.,2,unknown,0,635,0,0,7,aug,228,4,-1,0,0
19516,57,retired,2,secondary,0,283,0,0,7,aug,123,2,-1,0,0
19517,60,technician,2,tertiary,0,804,0,0,7,aug,36,2,-1,0,0
19518,54,management,2,tertiary,0,3395,0,0,7,aug,199,2,-1,0,0
19519,49,technician,2,secondary,0,597,1,1,7,aug,154,2,-1,0,0
19520,31,management,2,tertiary,0,546,0,0,7,aug,147,2,-1,0,0
19521,50,technician,2,secondary,0,684,1,0,7,aug,1834,2,-1,0,0
19522,58,retired,0,secondary,0,312,0,0,7,aug,398,2,-1,0,0
19523,46,technician,2,secondary,0,4023,1,0,7,aug,131,2,-1,0,0
19524,55,blue-collar,2,primary,0,1086,1,0,7,aug,148,2,-1,0,0
19525,40,technician,0,secondary,0,0,0,0,7,aug,674,2,-1,0,1
19526,52,management,2,tertiary,0,0,0,0,7,aug,306,4,-1,0,0
19527,55,housemaid,2,primary,0,17,0,0,7,aug,196,2,-1,0,0
19528,45,technician,0,secondary,0,1738,0,0,7,aug,114,2,-1,0,0
19529,50,blue-collar,2,secondary,0,-54,1,0,7,aug,46,2,-1,0,0
19530,34,technician,2,tertiary,0,4953,0,0,7,aug,235,2,-1,0,0
19531,53,services,2,secondary,0,-363,1,0,7,aug,201,2,-1,0,0
19532,47,blue-collar,2,primary,0,124,0,0,7,aug,76,2,-1,0,0
19533,43,management,2,secondary,0,10273,0,0,7,aug,359,2,-1,0,0
19534,36,management,2,tertiary,0,1477,0,0,7,aug,71,2,-1,0,0
19535,59,admin.,2,secondary,0,1675,0,1,7,aug,113,2,-1,0,0
19536,32,technician,1,secondary,0,12,0,0,7,aug,173,2,-1,0,0
19537,50,blue-collar,2,primary,0,4108,1,0,7,aug,526,2,-1,0,1
19538,60,management,2,tertiary,0,0,0,0,7,aug,401,3,-1,0,1
19539,45,blue-collar,2,primary,0,-485,1,0,7,aug,122,2,-1,0,0
19540,32,technician,1,tertiary,0,0,0,0,7,aug,268,2,-1,0,0
19541,36,admin.,2,secondary,0,540,0,1,7,aug,95,2,-1,0,0
19542,36,management,1,tertiary,0,613,0,0,7,aug,86,2,-1,0,0
19543,59,admin.,2,secondary,1,-131,0,0,7,aug,144,2,-1,0,0
19544,32,management,2,tertiary,0,1390,0,0,7,aug,116,2,-1,0,0
19545,32,management,1,tertiary,0,1010,0,0,7,aug,67,2,-1,0,0
19546,58,retired,2,secondary,0,13,0,0,7,aug,92,4,-1,0,0
19547,30,technician,1,secondary,0,-232,0,1,7,aug,118,2,-1,0,0
19548,33,technician,2,secondary,0,277,0,0,7,aug,155,2,-1,0,0
19549,44,management,2,secondary,0,597,1,0,7,aug,137,2,-1,0,0
19550,47,admin.,2,secondary,0,1265,0,0,7,aug,137,2,-1,0,0
19551,33,technician,2,secondary,0,83,0,0,7,aug,165,2,-1,0,0
19552,34,management,2,tertiary,0,1048,0,0,7,aug,73,2,-1,0,0
19553,35,management,2,secondary,0,616,0,1,7,aug,92,2,-1,0,0
19554,40,technician,1,secondary,0,153,0,0,7,aug,125,2,-1,0,0
19555,35,management,2,tertiary,0,175,1,0,7,aug,257,2,-1,0,0
19556,36,management,2,tertiary,0,1318,1,0,7,aug,100,2,-1,0,0
19557,59,retired,2,secondary,0,-471,0,0,7,aug,86,6,-1,0,0
19558,38,management,1,tertiary,0,470,0,0,7,aug,87,2,-1,0,0
19559,36,management,2,tertiary,0,170,0,0,7,aug,493,2,-1,0,0
19560,57,self-employed,2,secondary,0,7747,0,0,7,aug,102,2,-1,0,0
19561,30,technician,1,secondary,0,-127,0,0,7,aug,76,3,-1,0,0
19562,56,management,2,tertiary,0,79,0,0,7,aug,82,2,-1,0,0
19563,35,technician,2,tertiary,0,1654,0,0,7,aug,169,2,-1,0,0
19564,33,technician,2,secondary,0,3107,0,1,7,aug,181,2,-1,0,0
19565,42,management,1,tertiary,0,100,0,0,7,aug,64,2,-1,0,0
19566,47,management,2,tertiary,0,4495,0,0,7,aug,156,8,-1,0,0
19567,42,management,2,tertiary,0,441,0,0,7,aug,296,9,-1,0,0
19568,30,self-employed,2,tertiary,0,694,0,0,7,aug,185,4,-1,0,0
19569,32,housemaid,2,secondary,0,3469,0,0,7,aug,306,2,-1,0,0
19570,55,management,2,tertiary,0,543,0,0,7,aug,61,2,-1,0,0
19571,46,retired,2,secondary,0,23,1,1,7,aug,122,2,-1,0,0
19572,54,unknown,2,tertiary,0,10,0,0,7,aug,150,2,-1,0,0
19573,38,technician,1,tertiary,0,369,0,0,7,aug,365,8,-1,0,0
19574,58,technician,1,secondary,0,641,0,0,7,aug,229,2,-1,0,0
19575,50,services,2,secondary,0,5569,0,0,7,aug,103,4,-1,0,0
19576,35,technician,1,secondary,0,5059,0,1,7,aug,115,2,-1,0,0
19577,46,management,2,tertiary,0,1514,0,0,7,aug,94,2,-1,0,0
19578,47,management,2,tertiary,0,5999,1,0,7,aug,90,2,-1,0,0
19579,51,blue-collar,2,primary,0,2315,0,0,7,aug,111,2,-1,0,0
19580,32,management,2,tertiary,0,663,1,0,7,aug,106,4,-1,0,0
19581,60,housemaid,2,primary,0,2008,0,0,7,aug,105,2,-1,0,0
19582,30,technician,2,tertiary,0,14355,0,0,7,aug,244,2,-1,0,0
19583,50,technician,2,secondary,0,423,0,0,7,aug,204,4,-1,0,0
19584,42,self-employed,2,tertiary,0,-1781,1,1,7,aug,197,2,-1,0,0
19585,31,technician,2,secondary,0,-556,1,0,7,aug,115,2,-1,0,0
19586,45,technician,2,secondary,0,983,1,0,7,aug,155,2,-1,0,0
19587,55,housemaid,2,tertiary,0,4235,0,0,7,aug,973,4,-1,0,0
19588,46,housemaid,2,primary,0,1175,0,0,7,aug,181,2,-1,0,0
19589,35,technician,1,secondary,0,176,0,0,7,aug,77,2,-1,0,0
19590,53,blue-collar,2,primary,0,787,1,1,7,aug,119,2,-1,0,0
19591,32,technician,2,secondary,0,150,0,1,7,aug,231,2,-1,0,0
19592,33,technician,2,tertiary,0,35,0,0,7,aug,346,4,-1,0,0
19593,45,self-employed,2,primary,0,1288,0,0,7,aug,399,6,-1,0,0
19594,56,blue-collar,2,secondary,0,317,0,0,7,aug,112,7,-1,0,0
19595,45,technician,2,tertiary,0,970,0,0,7,aug,216,4,-1,0,0
19596,32,technician,1,secondary,0,-23,0,1,7,aug,152,5,-1,0,0
19597,34,housemaid,2,secondary,0,1969,0,0,7,aug,252,4,-1,0,0
19598,37,management,1,tertiary,0,200,0,0,7,aug,259,4,-1,0,0
19599,40,technician,2,secondary,0,998,0,0,7,aug,133,7,-1,0,0
19600,56,technician,2,secondary,0,1093,0,0,7,aug,89,4,-1,0,0
19601,51,management,2,tertiary,0,15904,0,0,7,aug,504,4,-1,0,0
19602,45,blue-collar,2,secondary,0,1583,1,0,7,aug,84,7,-1,0,0
19603,35,entrepreneur,2,tertiary,0,753,0,0,7,aug,187,4,-1,0,0
19604,38,management,0,tertiary,0,112,1,0,7,aug,266,4,-1,0,0
19605,36,management,2,tertiary,0,812,0,0,7,aug,99,4,-1,0,0
19606,50,housemaid,2,primary,0,152,0,0,7,aug,107,4,-1,0,0
19607,52,blue-collar,2,primary,0,1515,0,0,7,aug,20,4,-1,0,0
19608,45,blue-collar,2,secondary,0,9680,0,0,7,aug,89,4,-1,0,0
19609,30,management,2,tertiary,0,3330,0,0,7,aug,109,6,-1,0,0
19610,51,blue-collar,2,primary,0,0,0,0,7,aug,228,6,-1,0,0
19611,48,admin.,2,secondary,0,1403,0,0,7,aug,76,2,-1,0,0
19612,39,management,2,tertiary,0,2666,0,0,7,aug,96,2,-1,0,0
19613,45,entrepreneur,2,tertiary,0,169,0,0,7,aug,391,4,-1,0,0
19614,32,management,1,tertiary,0,4291,0,0,7,aug,1321,9,-1,0,1
19615,57,technician,2,tertiary,0,6822,0,0,7,aug,797,2,-1,0,1
19616,50,blue-collar,2,secondary,0,1176,0,0,7,aug,281,2,-1,0,0
19617,30,technician,1,secondary,1,1,0,0,7,aug,407,4,-1,0,0
19618,36,technician,2,secondary,0,0,0,0,7,aug,171,2,-1,0,0
19619,49,blue-collar,2,primary,0,0,1,0,7,aug,76,3,-1,0,0
19620,50,blue-collar,2,unknown,0,123,1,0,7,aug,276,2,-1,0,0
19621,56,self-employed,2,secondary,0,445,0,0,7,aug,59,2,-1,0,0
19622,55,retired,2,primary,0,173,0,0,7,aug,168,2,-1,0,0
19623,37,management,2,tertiary,0,489,1,0,7,aug,205,5,-1,0,0
19624,32,management,1,tertiary,0,577,0,0,7,aug,101,2,-1,0,0
19625,60,blue-collar,2,primary,0,3462,0,0,7,aug,125,2,-1,0,0
19626,32,management,2,tertiary,0,1966,0,0,7,aug,436,4,-1,0,0
19627,48,technician,1,secondary,0,309,0,0,7,aug,190,2,-1,0,0
19628,48,blue-collar,2,secondary,0,1791,0,0,7,aug,63,2,-1,0,0
19629,53,self-employed,2,tertiary,0,20,1,0,7,aug,218,2,-1,0,0
19630,45,entrepreneur,2,tertiary,0,770,0,0,7,aug,65,2,-1,0,0
19631,53,management,2,tertiary,0,349,0,0,7,aug,146,2,-1,0,0
19632,60,services,2,tertiary,0,6557,0,0,7,aug,214,2,-1,0,0
19633,56,services,2,secondary,0,4719,1,1,7,aug,82,4,-1,0,0
19634,33,management,2,tertiary,0,3915,0,0,7,aug,65,4,-1,0,0
19635,33,management,1,tertiary,0,1308,0,0,7,aug,194,6,-1,0,0
19636,37,technician,2,tertiary,0,5239,0,0,7,aug,67,2,-1,0,0
19637,37,technician,0,secondary,0,5733,1,0,7,aug,105,4,-1,0,0
19638,53,blue-collar,2,primary,0,1388,0,0,7,aug,139,4,-1,0,0
19639,40,technician,2,secondary,0,192,0,0,7,aug,266,2,-1,0,0
19640,37,blue-collar,2,tertiary,0,359,0,1,7,aug,3422,2,-1,0,0
19641,36,technician,1,secondary,0,333,0,0,7,aug,44,2,-1,0,0
19642,57,admin.,2,tertiary,0,46,0,0,7,aug,238,2,-1,0,0
19643,44,management,0,tertiary,0,71,1,0,7,aug,142,2,-1,0,0
19644,44,technician,2,secondary,0,1371,0,0,7,aug,159,3,-1,0,0
19645,34,management,2,tertiary,0,834,0,0,7,aug,182,2,-1,0,0
19646,55,admin.,2,secondary,0,2430,1,0,7,aug,231,2,-1,0,0
19647,51,management,2,tertiary,0,2125,0,1,7,aug,20,2,-1,0,0
19648,47,services,2,primary,0,675,0,0,7,aug,152,2,-1,0,0
19649,57,management,2,tertiary,0,320,0,0,7,aug,76,2,-1,0,0
19650,31,technician,1,secondary,0,754,0,0,7,aug,145,2,-1,0,0
19651,57,management,2,tertiary,0,4547,0,0,7,aug,314,4,-1,0,0
19652,41,self-employed,2,tertiary,0,231,0,0,7,aug,352,2,-1,0,1
19653,46,admin.,2,secondary,0,22,1,0,7,aug,414,4,-1,0,0
19654,58,retired,2,secondary,0,225,0,0,7,aug,122,6,-1,0,0
19655,35,management,2,tertiary,0,416,0,0,7,aug,163,4,-1,0,0
19656,61,housemaid,2,tertiary,0,746,0,0,7,aug,108,4,-1,0,0
19657,33,technician,1,secondary,0,1500,0,0,7,aug,133,4,-1,0,0
19658,57,retired,2,secondary,0,4490,0,0,7,aug,101,2,-1,0,0
19659,51,retired,2,secondary,0,0,0,0,7,aug,131,4,-1,0,0
19660,46,technician,2,secondary,0,2098,0,0,7,aug,110,2,-1,0,0
19661,35,technician,1,tertiary,0,632,0,0,7,aug,141,1,-1,0,0
19662,30,management,2,tertiary,0,0,0,0,7,aug,74,1,-1,0,0
19663,31,management,1,tertiary,0,53,1,0,7,aug,165,3,-1,0,0
19664,31,technician,1,tertiary,0,319,0,1,7,aug,446,1,-1,0,0
19665,59,management,0,tertiary,0,1002,0,0,7,aug,201,2,-1,0,0
19666,48,management,1,tertiary,0,399,0,1,7,aug,126,1,-1,0,0
19667,50,technician,2,secondary,0,3176,0,0,7,aug,670,1,-1,0,1
19668,56,retired,2,secondary,0,255,0,0,7,aug,481,1,-1,0,0
19669,55,blue-collar,2,primary,0,7303,1,0,7,aug,166,3,-1,0,0
19670,46,technician,0,secondary,0,-824,1,0,7,aug,429,3,-1,0,1
19671,33,management,2,tertiary,0,584,1,0,7,aug,269,3,-1,0,0
19672,56,blue-collar,2,primary,0,1214,0,1,7,aug,105,1,-1,0,0
19673,31,management,2,tertiary,0,676,0,0,7,aug,1182,1,-1,0,1
19674,41,self-employed,1,tertiary,0,0,0,0,7,aug,408,1,-1,0,0
19675,57,retired,2,secondary,0,256,0,0,7,aug,198,4,-1,0,0
19676,55,services,2,secondary,0,224,0,0,7,aug,180,3,-1,0,0
19677,42,housemaid,2,primary,0,83,0,1,7,aug,184,1,-1,0,0
19678,43,management,2,tertiary,0,-334,1,0,7,aug,291,1,-1,0,0
19679,52,management,0,tertiary,0,-803,1,0,7,aug,131,3,-1,0,0
19680,45,management,2,secondary,0,724,1,1,7,aug,117,1,-1,0,0
19681,40,management,0,tertiary,0,1038,0,0,7,aug,162,5,-1,0,0
19682,34,management,2,tertiary,0,2611,0,0,7,aug,235,8,-1,0,0
19683,49,technician,0,secondary,0,790,1,0,7,aug,324,3,-1,0,0
19684,36,technician,1,secondary,0,651,0,0,7,aug,876,1,-1,0,1
19685,36,management,1,tertiary,0,0,1,1,7,aug,122,5,-1,0,0
19686,33,technician,1,secondary,0,-479,0,0,7,aug,235,1,-1,0,0
19687,31,blue-collar,2,primary,0,196,0,0,7,aug,248,1,-1,0,0
19688,33,management,2,tertiary,0,5,1,0,7,aug,12,1,-1,0,0
19689,35,management,2,tertiary,0,15298,0,0,7,aug,642,3,-1,0,0
19690,44,management,2,tertiary,0,10950,1,0,7,aug,84,1,-1,0,0
19691,45,technician,0,secondary,0,2657,0,0,7,aug,895,3,-1,0,1
19692,56,retired,2,secondary,0,1956,0,0,7,aug,126,2,-1,0,0
19693,32,technician,1,secondary,0,554,0,0,7,aug,520,3,-1,0,0
19694,34,technician,1,secondary,0,0,0,0,7,aug,181,3,-1,0,0
19695,59,services,2,primary,0,927,0,0,7,aug,1934,2,-1,0,0
19696,36,management,2,tertiary,0,2813,1,0,7,aug,88,3,-1,0,0
19697,50,blue-collar,2,secondary,0,283,1,0,7,aug,226,3,-1,0,0
19698,33,management,1,tertiary,0,605,0,0,7,aug,452,3,-1,0,0
19699,48,technician,2,secondary,0,127,0,1,7,aug,524,5,-1,0,0
19700,45,technician,2,secondary,0,760,0,0,7,aug,95,2,-1,0,0
19701,31,management,2,secondary,0,55,0,0,7,aug,124,3,-1,0,0
19702,45,services,2,secondary,0,1181,1,0,7,aug,141,3,-1,0,0
19703,43,technician,2,tertiary,0,5145,0,0,7,aug,51,7,-1,0,0
19704,32,services,2,secondary,0,3360,1,1,7,aug,365,5,-1,0,0
19705,41,management,2,tertiary,0,3831,1,0,7,aug,243,7,-1,0,0
19706,32,management,1,tertiary,0,474,1,0,7,aug,90,3,-1,0,0
19707,35,technician,2,secondary,0,374,1,1,7,aug,72,5,-1,0,0
19708,59,retired,2,primary,0,6,0,0,7,aug,448,3,-1,0,0
19709,53,management,2,tertiary,0,1945,0,0,7,aug,262,7,-1,0,0
19710,32,management,1,tertiary,0,312,0,0,7,aug,37,3,-1,0,0
19711,51,admin.,2,secondary,0,101,0,0,7,aug,217,3,-1,0,0
19712,36,management,1,tertiary,0,227,0,1,7,aug,336,4,-1,0,0
19713,56,retired,2,primary,0,3149,0,0,7,aug,142,3,-1,0,0
19714,54,services,2,primary,0,1059,0,0,7,aug,147,3,-1,0,0
19715,42,technician,2,secondary,0,219,1,1,7,aug,186,3,-1,0,0
19716,34,technician,1,secondary,0,649,0,0,7,aug,124,3,-1,0,0
19717,45,blue-collar,2,primary,0,1192,0,0,7,aug,260,3,-1,0,0
19718,30,technician,2,tertiary,0,0,0,0,7,aug,111,5,-1,0,0
19719,46,services,2,secondary,0,678,0,0,7,aug,96,3,-1,0,0
19720,47,blue-collar,2,primary,0,0,0,0,7,aug,293,4,-1,0,0
19721,33,technician,1,secondary,0,5235,0,0,7,aug,67,3,-1,0,0
19722,34,technician,2,secondary,0,7487,0,0,7,aug,534,2,-1,0,0
19723,40,technician,2,tertiary,0,162,0,0,7,aug,256,3,-1,0,0
19724,41,management,2,tertiary,0,768,0,0,7,aug,229,3,-1,0,0
19725,54,management,2,tertiary,0,2819,0,0,7,aug,123,3,-1,0,0
19726,38,technician,2,secondary,0,740,0,0,7,aug,259,3,-1,0,0
19727,33,technician,2,secondary,0,2376,0,0,7,aug,278,3,-1,0,0
19728,48,services,2,secondary,0,0,0,0,7,aug,163,5,-1,0,0
19729,37,management,1,tertiary,0,171,1,1,7,aug,250,3,-1,0,0
19730,50,blue-collar,2,primary,0,506,1,0,7,aug,430,4,-1,0,0
19731,33,technician,0,secondary,0,801,0,0,7,aug,341,5,-1,0,1
19732,51,housemaid,2,primary,0,1138,0,0,7,aug,265,3,-1,0,0
19733,49,blue-collar,2,primary,0,2316,0,0,7,aug,35,4,-1,0,0
19734,55,technician,2,tertiary,0,1097,1,0,7,aug,191,4,-1,0,0
19735,56,blue-collar,2,primary,0,0,0,0,7,aug,152,6,-1,0,0
19736,56,retired,2,secondary,0,654,0,1,7,aug,93,4,-1,0,0
19737,34,management,2,tertiary,0,5334,0,0,7,aug,385,4,-1,0,0
19738,37,management,1,tertiary,0,410,0,0,7,aug,542,3,-1,0,0
19739,32,management,2,tertiary,0,183,1,0,7,aug,112,3,-1,0,0
19740,33,technician,2,secondary,0,6419,0,0,7,aug,419,3,-1,0,0
19741,30,technician,1,secondary,0,0,0,0,7,aug,82,3,-1,0,0
19742,34,technician,2,tertiary,0,555,1,0,7,aug,144,18,-1,0,0
19743,43,management,2,tertiary,0,248,0,0,7,aug,229,4,-1,0,0
19744,53,services,2,secondary,0,1713,1,0,7,aug,160,3,-1,0,0
19745,52,admin.,2,secondary,0,5122,0,1,7,aug,218,7,-1,0,0
19746,34,unemployed,2,tertiary,0,0,0,0,8,aug,201,6,-1,0,0
19747,48,admin.,2,secondary,0,2,0,0,8,aug,152,6,-1,0,0
19748,48,blue-collar,2,primary,0,174,1,1,8,aug,36,8,-1,0,0
19749,52,technician,0,secondary,0,5102,0,0,8,aug,117,2,-1,0,0
19750,37,technician,1,secondary,0,3,1,0,8,aug,90,5,-1,0,0
19751,47,self-employed,2,secondary,0,231,0,0,8,aug,88,2,-1,0,0
19752,53,management,2,tertiary,0,2327,0,0,8,aug,94,2,-1,0,0
19753,33,management,2,tertiary,0,2126,0,0,8,aug,174,2,-1,0,0
19754,32,technician,1,tertiary,0,449,0,0,8,aug,231,2,-1,0,0
19755,31,entrepreneur,1,secondary,0,37,0,0,8,aug,73,2,-1,0,0
19756,35,management,2,tertiary,0,-4,0,0,8,aug,129,2,-1,0,0
19757,30,services,1,tertiary,0,1785,0,0,8,aug,108,2,-1,0,0
19758,41,technician,2,tertiary,0,1517,0,0,8,aug,193,3,-1,0,1
19759,47,management,2,secondary,0,7,0,0,8,aug,175,2,-1,0,0
19760,44,technician,2,secondary,0,326,1,0,8,aug,108,2,-1,0,0
19761,58,unknown,2,secondary,0,208,0,0,8,aug,121,2,-1,0,0
19762,51,blue-collar,2,primary,0,507,1,0,8,aug,85,2,-1,0,0
19763,31,management,1,tertiary,0,18,0,0,8,aug,82,2,-1,0,0
19764,33,housemaid,2,primary,0,0,0,0,8,aug,138,2,-1,0,0
19765,37,technician,1,secondary,0,980,0,0,8,aug,1306,5,-1,0,1
19766,58,management,2,tertiary,0,648,0,0,8,aug,110,2,-1,0,0
19767,60,management,2,tertiary,0,73,0,0,8,aug,243,2,-1,0,1
19768,45,management,2,tertiary,0,5450,0,0,8,aug,188,2,-1,0,0
19769,44,unemployed,2,tertiary,0,178,0,0,8,aug,126,2,-1,0,0
