satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1693,dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2343,3,1,3,2,1,3,1,1,2,2,2,3,2,1,0,0.0
1694,dissatisfied,Male,disloyal Customer,59,Business travel,Eco,1883,1,1,1,4,1,1,1,1,2,3,3,3,3,1,38,38.0
1695,dissatisfied,Female,Loyal Customer,45,Business travel,Business,3236,3,4,4,4,3,3,3,2,1,2,2,3,3,3,186,181.0
1696,satisfied,Male,Loyal Customer,41,Business travel,Business,1036,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0
1697,satisfied,Female,Loyal Customer,14,Business travel,Business,4269,5,5,5,5,5,5,5,5,4,5,5,3,5,5,2,0.0
1698,satisfied,Female,Loyal Customer,34,Business travel,Business,334,4,4,4,4,2,5,4,4,4,4,4,3,4,5,41,31.0
1699,dissatisfied,Female,Loyal Customer,28,Business travel,Business,2126,2,2,2,2,2,3,2,2,3,2,4,3,3,2,0,13.0
1700,dissatisfied,Male,Loyal Customer,55,Business travel,Eco,1484,4,4,4,4,4,4,4,4,1,3,1,4,2,4,28,33.0
1701,satisfied,Male,Loyal Customer,37,Business travel,Business,3348,3,3,5,3,4,5,2,5,5,5,5,1,5,4,0,0.0
1702,satisfied,Male,disloyal Customer,37,Business travel,Eco Plus,1924,5,5,5,4,1,5,1,1,5,2,5,5,3,1,0,0.0
1703,satisfied,Male,Loyal Customer,36,Business travel,Business,3771,2,2,2,2,2,5,4,5,5,5,5,5,5,5,0,0.0
1704,dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,3840,4,4,4,1,4,4,4,5,3,5,5,4,5,4,9,0.0
1705,satisfied,Female,Loyal Customer,49,Business travel,Eco Plus,388,2,3,2,3,4,5,3,2,2,2,2,5,2,1,0,0.0
1706,satisfied,Male,disloyal Customer,26,Business travel,Business,2862,4,4,4,1,1,4,1,1,3,5,5,3,4,1,0,0.0
1707,dissatisfied,Male,Loyal Customer,57,Business travel,Business,1499,1,2,2,2,5,4,3,1,1,1,1,2,1,4,0,0.0
1708,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1233,3,4,0,3,4,0,4,4,4,1,3,1,4,4,30,35.0
1709,dissatisfied,Female,Loyal Customer,53,Business travel,Business,1395,3,5,5,5,2,3,4,3,3,3,3,4,3,4,0,0.0
1710,satisfied,Female,Loyal Customer,28,Business travel,Business,1951,1,1,1,1,4,4,4,4,5,4,5,5,4,4,5,0.0
1711,satisfied,Male,Loyal Customer,35,Business travel,Business,2003,5,5,5,5,2,5,5,4,4,4,4,5,4,3,0,0.0
1712,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,301,3,3,3,3,4,5,5,5,5,5,5,3,5,3,14,11.0
1713,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2348,3,3,3,3,3,3,3,3,2,4,5,3,4,3,10,2.0
1714,dissatisfied,Female,disloyal Customer,37,Business travel,Business,1644,1,1,1,1,2,1,2,2,4,5,5,4,5,2,0,0.0
1715,dissatisfied,Female,disloyal Customer,36,Business travel,Business,1574,3,3,3,4,1,3,1,1,3,4,4,3,5,1,0,0.0
1716,dissatisfied,Male,Loyal Customer,44,Business travel,Business,1615,4,1,1,1,4,4,3,4,4,4,4,3,4,3,8,15.0
1717,dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco Plus,1341,3,3,2,2,5,2,5,5,1,5,5,2,1,5,0,0.0
1718,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,4065,3,4,3,5,3,5,5,3,4,4,4,5,5,5,332,
1719,satisfied,Male,Loyal Customer,41,Business travel,Eco,1598,5,1,1,1,5,5,5,5,5,1,1,5,1,5,0,2.0
1720,satisfied,Male,Loyal Customer,51,Personal Travel,Eco,2391,4,2,4,3,3,4,3,3,2,4,3,1,4,3,3,22.0
1721,satisfied,Male,Loyal Customer,27,Business travel,Eco,2188,4,1,1,1,4,4,4,4,5,4,3,5,1,4,0,0.0
1722,dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1796,3,3,3,4,1,3,1,1,2,5,3,3,3,1,0,0.0
1723,dissatisfied,Female,Loyal Customer,47,Business travel,Business,3589,4,1,1,1,4,3,3,4,4,4,4,3,4,2,0,0.0
1724,satisfied,Female,Loyal Customer,40,Business travel,Business,570,3,3,3,3,3,4,5,5,5,5,5,3,5,5,0,0.0
1725,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1250,4,4,3,3,3,3,3,3,4,4,4,1,4,3,30,18.0
1726,dissatisfied,Female,Loyal Customer,38,Business travel,Business,1617,3,2,2,2,4,3,4,3,3,3,3,4,3,2,0,0.0
1727,satisfied,Male,Loyal Customer,60,Business travel,Business,2296,4,4,4,4,2,4,5,5,5,5,5,5,5,4,0,0.0
1728,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,464,5,5,5,5,3,5,4,3,3,4,4,3,3,3,48,33.0
1729,dissatisfied,Male,disloyal Customer,39,Business travel,Eco,2144,1,1,1,4,4,1,1,4,3,3,3,1,3,4,0,0.0
1730,satisfied,Male,Loyal Customer,18,Business travel,Eco,1555,4,5,5,5,4,5,4,4,5,5,3,2,1,4,13,12.0
1731,dissatisfied,Male,disloyal Customer,40,Business travel,Business,1080,2,2,2,2,1,2,1,1,5,2,4,5,4,1,5,0.0
1732,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1175,2,3,0,3,1,0,1,1,1,4,4,2,4,1,0,0.0
1733,dissatisfied,Male,Loyal Customer,45,Business travel,Business,2604,3,4,4,4,5,3,4,2,2,2,3,1,2,3,21,15.0
1734,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,3019,3,2,3,3,5,3,5,5,2,5,2,4,3,5,5,0.0
1735,satisfied,Female,disloyal Customer,38,Business travel,Business,2047,5,5,5,1,3,5,3,3,5,3,5,4,4,3,4,1.0
1736,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2304,4,3,4,4,1,4,1,1,2,5,3,1,3,1,0,0.0
1737,satisfied,Male,Loyal Customer,48,Business travel,Business,76,0,4,0,1,3,3,4,2,2,2,2,2,2,4,0,1.0
1738,dissatisfied,Male,disloyal Customer,47,Business travel,Eco Plus,2254,3,3,3,3,1,3,1,1,2,3,3,1,3,1,0,8.0
1739,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2008,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0.0
1740,dissatisfied,Male,Loyal Customer,53,Business travel,Business,1437,2,1,2,1,4,3,3,2,2,2,2,2,2,1,0,0.0
1741,satisfied,Male,Loyal Customer,47,Business travel,Business,2683,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,0.0
1742,satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2055,4,3,3,3,3,4,3,4,4,4,4,3,4,1,34,30.0
1743,satisfied,Female,Loyal Customer,38,Business travel,Business,2265,5,5,5,5,2,3,1,4,4,4,4,2,4,4,0,0.0
1744,satisfied,Female,Loyal Customer,27,Business travel,Business,5033,2,2,3,2,4,4,4,4,5,5,5,4,4,4,18,0.0
1745,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2259,4,3,4,4,1,4,1,1,2,4,5,1,2,1,0,4.0
1746,dissatisfied,Male,Loyal Customer,58,Business travel,Eco Plus,2305,1,5,5,5,1,1,1,1,4,3,3,2,4,1,84,76.0
1747,satisfied,Male,Loyal Customer,60,Business travel,Business,3687,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0.0
1748,satisfied,Male,Loyal Customer,55,Business travel,Eco,1951,4,4,4,4,4,4,4,4,1,4,2,4,5,4,18,24.0
1749,dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco,768,3,5,3,5,2,4,4,1,1,3,1,3,1,4,3,21.0
1750,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,980,1,1,1,1,4,5,4,4,4,4,4,5,4,3,9,0.0
1751,satisfied,Male,Loyal Customer,44,Business travel,Business,317,5,5,5,5,3,5,4,5,5,5,5,5,5,4,0,0.0
1752,satisfied,Female,Loyal Customer,46,Business travel,Business,2562,1,1,1,1,3,2,3,2,2,2,2,2,2,3,0,0.0
1753,dissatisfied,Male,disloyal Customer,25,Business travel,Eco,1211,3,0,3,2,2,3,2,2,3,3,3,4,1,2,0,0.0
1754,dissatisfied,Female,Loyal Customer,11,Personal Travel,Business,3194,3,5,3,4,1,3,1,1,3,4,5,5,4,1,0,0.0
1755,satisfied,Male,disloyal Customer,23,Business travel,Business,5175,4,0,4,4,4,3,4,5,4,3,5,4,5,4,5,1.0
1756,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1870,1,1,1,1,4,4,4,4,5,3,5,5,4,4,0,0.0
1757,dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1503,2,1,2,3,4,2,4,4,3,1,2,1,2,4,0,0.0
1758,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2208,2,2,2,2,4,2,4,4,4,4,2,1,2,4,0,0.0
1759,dissatisfied,Female,disloyal Customer,50,Business travel,Business,2094,3,4,4,3,2,3,2,2,4,2,5,3,4,2,0,0.0
1760,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1986,2,2,1,2,4,1,4,4,3,2,2,3,2,4,91,102.0
1761,dissatisfied,Female,Loyal Customer,54,Business travel,Eco,1248,2,3,3,3,5,3,3,2,2,2,2,2,2,2,0,8.0
1762,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1891,1,4,1,3,1,1,1,1,3,1,4,2,2,1,1,0.0
1763,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1456,3,4,3,5,5,3,5,5,4,4,5,5,5,5,13,4.0
1764,satisfied,Male,Loyal Customer,63,Personal Travel,Eco,1531,5,4,5,4,5,5,5,5,3,3,4,4,5,5,0,0.0
1765,satisfied,Male,Loyal Customer,23,Personal Travel,Eco,2858,0,3,0,3,5,0,5,5,3,3,4,4,3,5,0,14.0
1766,satisfied,Female,Loyal Customer,48,Business travel,Business,2903,4,4,4,4,5,5,4,4,4,4,4,4,4,3,7,26.0
1767,dissatisfied,Male,disloyal Customer,43,Business travel,Eco,1882,2,2,2,2,3,2,3,3,1,1,5,4,2,3,40,24.0
1768,satisfied,Male,Loyal Customer,19,Business travel,Business,3804,5,5,5,5,4,4,4,4,4,5,4,3,5,4,0,0.0
1769,satisfied,Male,Loyal Customer,56,Business travel,Business,1962,1,1,1,1,5,5,4,4,4,4,4,4,4,5,18,0.0
1770,dissatisfied,Male,Loyal Customer,43,Business travel,Business,1084,3,4,4,4,1,1,1,3,3,3,3,4,3,3,0,0.0
1771,dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1367,2,0,1,3,3,1,3,3,5,1,5,3,1,3,0,0.0
1772,satisfied,Female,Loyal Customer,44,Business travel,Business,3232,1,1,1,1,4,5,5,5,5,5,5,4,5,5,5,3.0
1773,satisfied,Male,Loyal Customer,37,Business travel,Business,3917,1,1,1,1,5,4,5,5,5,5,5,5,5,5,27,20.0
1774,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1616,2,5,2,2,4,5,4,5,5,5,5,3,5,3,0,0.0
1775,dissatisfied,Male,Loyal Customer,43,Business travel,Business,3225,1,1,1,1,5,4,3,1,1,1,1,3,1,1,102,100.0
1776,dissatisfied,Male,Loyal Customer,36,Business travel,Business,262,4,3,3,3,3,4,3,4,4,4,4,3,4,4,9,19.0
1777,satisfied,Male,Loyal Customer,42,Business travel,Business,3797,1,1,1,1,5,5,5,5,5,5,5,4,5,5,4,7.0
1778,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,2151,4,1,1,1,4,3,5,4,4,4,4,1,4,5,0,0.0
1779,dissatisfied,Female,Loyal Customer,53,Business travel,Eco,1646,2,3,3,3,3,2,4,2,2,2,2,4,2,4,23,16.0
1780,dissatisfied,Female,Loyal Customer,26,Personal Travel,Eco,1501,4,4,4,2,3,4,3,3,5,5,2,5,4,3,0,0.0
1781,satisfied,Male,disloyal Customer,24,Business travel,Business,2126,4,0,5,5,1,5,1,1,3,2,4,3,4,1,0,0.0
1782,satisfied,Female,Loyal Customer,57,Business travel,Eco,224,4,4,4,4,1,1,1,4,4,4,4,4,4,1,0,0.0
1783,satisfied,Male,Loyal Customer,23,Business travel,Business,5262,4,4,4,4,5,5,5,5,1,4,3,4,5,5,7,0.0
1784,satisfied,Female,disloyal Customer,22,Business travel,Eco,1927,4,0,4,3,3,4,2,3,2,2,2,4,4,3,0,0.0
1785,satisfied,Female,disloyal Customer,23,Business travel,Eco,2330,2,2,2,2,3,2,3,3,1,1,3,5,1,3,0,0.0
1786,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2557,5,2,5,5,2,4,5,5,5,5,5,3,5,4,0,0.0
1787,satisfied,Male,Loyal Customer,38,Business travel,Business,3191,5,5,5,5,5,4,4,4,4,4,4,5,4,5,2,0.0
1788,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1544,5,2,5,2,3,5,4,3,2,5,2,1,3,3,0,0.0
1789,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1026,2,2,2,2,4,4,5,3,3,3,3,4,3,4,77,79.0
1790,satisfied,Male,Loyal Customer,23,Business travel,Business,4865,4,4,4,4,5,5,5,5,3,3,5,4,5,5,0,0.0
1791,dissatisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,937,4,5,4,4,4,2,1,3,3,4,3,3,3,2,12,0.0
1792,satisfied,Female,Loyal Customer,25,Business travel,Eco,1396,4,2,2,2,4,4,3,4,4,5,4,4,2,4,15,4.0
1793,dissatisfied,Female,disloyal Customer,18,Business travel,Eco Plus,1555,1,2,1,3,2,1,2,2,2,2,4,4,3,2,0,0.0
1794,satisfied,Female,Loyal Customer,54,Business travel,Business,2937,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0.0
1795,satisfied,Male,Loyal Customer,46,Business travel,Business,3475,3,3,3,3,4,5,5,3,3,3,3,1,3,1,0,0.0
1796,satisfied,Female,Loyal Customer,44,Business travel,Business,2914,5,5,5,5,2,4,5,5,5,4,5,3,5,3,0,0.0
1797,dissatisfied,Female,disloyal Customer,25,Business travel,Business,1311,3,4,3,3,2,3,2,2,3,3,5,4,5,2,0,0.0
1798,satisfied,Female,Loyal Customer,54,Business travel,Business,1610,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,19.0
1799,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1171,5,5,5,5,5,5,5,5,4,4,3,5,5,5,0,0.0
1800,satisfied,Female,Loyal Customer,32,Business travel,Business,2022,2,2,2,2,5,5,5,5,5,3,5,4,5,5,11,6.0
1801,dissatisfied,Female,Loyal Customer,57,Business travel,Eco,870,3,4,1,4,5,3,4,3,3,3,3,4,3,3,0,0.0
1802,dissatisfied,Male,disloyal Customer,34,Business travel,Business,1442,3,3,3,3,5,3,5,5,5,2,4,3,5,5,27,31.0
1803,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2395,2,3,2,5,5,2,4,5,2,3,4,3,4,5,15,4.0
1804,satisfied,Female,disloyal Customer,44,Business travel,Business,2887,4,4,4,5,3,4,3,3,5,5,5,3,5,3,0,6.0
1805,dissatisfied,Female,Loyal Customer,23,Business travel,Business,3576,2,5,5,5,2,2,2,2,1,3,3,2,4,2,0,0.0
1806,satisfied,Male,Loyal Customer,42,Business travel,Business,1534,3,3,3,3,5,5,4,5,5,5,5,4,5,5,18,9.0
1807,satisfied,Female,disloyal Customer,41,Business travel,Business,2379,3,3,3,3,1,3,1,1,5,3,4,4,4,1,35,37.0
1808,dissatisfied,Male,Loyal Customer,14,Business travel,Business,4210,3,1,1,1,3,3,3,3,1,3,3,4,4,3,0,9.0
1809,satisfied,Female,Loyal Customer,57,Business travel,Business,310,0,0,0,5,4,4,5,3,3,3,3,3,3,5,25,22.0
1810,satisfied,Male,disloyal Customer,38,Business travel,Business,1333,4,4,4,5,3,4,4,3,3,4,4,5,5,3,48,40.0
1811,satisfied,Female,Loyal Customer,57,Business travel,Business,2308,2,2,4,2,4,5,4,4,4,4,4,5,4,5,0,0.0
1812,satisfied,Female,Loyal Customer,47,Business travel,Business,2747,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,0.0
1813,dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2776,3,4,3,2,2,3,2,2,3,4,4,4,4,2,7,30.0
1814,satisfied,Female,Loyal Customer,43,Business travel,Business,1716,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0.0
1815,satisfied,Male,Loyal Customer,48,Business travel,Business,2421,4,4,2,4,1,3,3,4,4,4,4,1,4,1,0,0.0
1816,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1914,1,1,1,3,4,1,4,4,1,2,4,4,4,4,1,0.0
1817,dissatisfied,Male,disloyal Customer,38,Business travel,Eco Plus,1204,1,2,2,4,5,2,5,5,1,4,5,5,1,5,5,11.0
1818,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2034,3,4,3,5,5,3,5,5,5,3,1,2,2,5,46,36.0
1819,satisfied,Male,Loyal Customer,37,Business travel,Business,2083,4,4,4,4,2,2,1,4,4,4,4,1,4,3,0,0.0
1820,dissatisfied,Female,Loyal Customer,33,Business travel,Business,2523,4,2,2,2,2,3,3,4,4,4,4,2,4,4,6,0.0
1821,satisfied,Male,Loyal Customer,37,Business travel,Eco Plus,1429,4,1,1,1,4,4,4,4,4,3,4,1,3,4,11,21.0
1822,dissatisfied,Male,Loyal Customer,47,Business travel,Business,1441,1,5,5,5,4,3,3,1,1,1,1,2,1,3,0,0.0
1823,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,595,2,2,2,2,5,4,4,4,4,4,4,3,4,3,32,27.0
1824,dissatisfied,Female,Loyal Customer,30,Business travel,Eco Plus,1966,2,2,2,2,2,2,2,2,4,1,4,2,3,2,0,0.0
1825,dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1088,3,5,5,5,2,3,2,2,1,2,4,1,4,2,0,0.0
1826,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1800,5,5,5,5,3,1,4,4,4,4,4,2,4,3,0,0.0
1827,satisfied,Male,disloyal Customer,27,Business travel,Business,1723,4,4,4,2,2,4,2,2,4,4,4,3,4,2,4,0.0
1828,dissatisfied,Male,Loyal Customer,37,Business travel,Eco,949,1,3,3,3,1,1,1,1,1,1,3,2,3,1,0,0.0
1829,dissatisfied,Female,disloyal Customer,26,Business travel,Business,3572,2,2,2,3,2,2,2,2,3,3,4,4,5,2,59,44.0
1830,dissatisfied,Female,Loyal Customer,23,Business travel,Business,2267,3,1,1,1,3,2,3,3,4,4,3,3,3,3,5,1.0
1831,dissatisfied,Female,Loyal Customer,42,Business travel,Business,3181,4,5,5,5,5,4,4,1,1,1,4,2,1,4,0,0.0
1832,dissatisfied,Female,disloyal Customer,20,Business travel,Business,2467,2,2,2,2,5,2,5,5,1,2,3,4,3,5,0,21.0
1833,satisfied,Female,Loyal Customer,42,Business travel,Business,2491,3,3,3,3,4,4,5,5,5,5,5,5,5,4,0,0.0
1834,satisfied,Female,Loyal Customer,47,Business travel,Business,6344,3,3,2,3,4,4,4,4,5,5,5,4,4,4,0,20.0
1835,dissatisfied,Male,Loyal Customer,25,Business travel,Eco,2139,2,3,3,3,2,2,3,2,3,2,3,4,3,2,18,4.0
1836,satisfied,Male,Loyal Customer,27,Business travel,Business,2670,3,3,3,3,4,4,4,4,5,3,5,4,5,4,0,0.0
1837,satisfied,Male,Loyal Customer,53,Business travel,Business,957,4,4,4,4,5,5,4,4,4,4,4,4,4,4,1,0.0
1838,satisfied,Female,Loyal Customer,50,Business travel,Business,1585,3,3,3,3,4,5,4,4,4,4,4,4,4,5,6,37.0
1839,dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1654,3,4,3,4,2,3,2,2,4,1,3,1,4,2,78,70.0
1840,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,3796,3,5,2,3,2,4,2,3,4,5,5,2,4,2,0,8.0
1841,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1544,5,5,5,5,5,1,2,5,5,5,5,4,5,5,4,0.0
1842,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2748,1,4,1,4,1,3,3,3,2,4,4,3,3,3,186,172.0
1843,dissatisfied,Female,Loyal Customer,69,Business travel,Eco,70,1,3,3,3,1,4,4,2,2,1,2,2,2,3,0,0.0
1844,satisfied,Female,Loyal Customer,59,Business travel,Eco Plus,682,4,1,1,1,1,4,3,4,4,4,4,2,4,2,0,1.0
1845,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,869,2,2,2,2,5,4,5,4,4,4,4,5,4,4,101,99.0
1846,dissatisfied,Male,disloyal Customer,37,Business travel,Business,2071,2,2,2,3,4,2,4,4,3,1,3,1,3,4,0,0.0
1847,satisfied,Male,Loyal Customer,36,Business travel,Business,3000,3,3,3,3,4,2,3,5,5,5,5,3,5,4,5,41.0
1848,satisfied,Male,Loyal Customer,44,Business travel,Business,3275,5,5,4,5,5,4,4,4,4,5,4,3,4,5,2,0.0
1849,satisfied,Female,Loyal Customer,37,Business travel,Business,1955,2,2,2,2,4,5,2,2,2,2,2,1,2,4,0,0.0
1850,dissatisfied,Male,disloyal Customer,23,Business travel,Business,1364,3,2,3,4,2,3,2,2,1,3,3,3,3,2,0,0.0
1851,dissatisfied,Male,Loyal Customer,55,Business travel,Eco,2408,4,5,5,5,4,4,4,4,3,1,4,1,3,4,0,0.0
1852,dissatisfied,Female,Loyal Customer,59,Personal Travel,Eco,1413,4,4,4,1,2,4,5,1,1,4,1,4,1,5,0,0.0
1853,satisfied,Female,Loyal Customer,53,Business travel,Business,1851,1,1,1,1,4,4,4,5,5,5,5,3,5,4,0,0.0
1854,satisfied,Female,Loyal Customer,45,Business travel,Business,1558,4,4,4,4,3,5,4,5,5,5,5,5,5,3,5,4.0
1855,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1260,5,4,0,4,2,0,2,2,4,2,2,3,5,2,0,2.0
1856,dissatisfied,Male,Loyal Customer,50,Business travel,Business,279,4,2,2,2,5,3,3,4,4,4,4,1,4,1,0,0.0
1857,satisfied,Female,Loyal Customer,42,Business travel,Eco,330,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,29.0
1858,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,860,4,4,4,4,5,4,5,5,5,5,5,3,5,5,15,6.0
1859,dissatisfied,Female,Loyal Customer,55,Business travel,Eco Plus,617,4,4,3,4,3,3,3,4,4,4,4,3,4,1,0,0.0
1860,dissatisfied,Female,disloyal Customer,36,Business travel,Business,3289,1,1,1,1,5,1,5,5,4,5,3,5,5,5,0,0.0
1861,dissatisfied,Male,Loyal Customer,20,Business travel,Business,2768,1,1,1,1,1,1,1,1,4,4,2,2,1,1,0,0.0
1862,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,3905,3,1,3,4,3,1,5,1,5,4,4,5,2,5,6,0.0
1863,satisfied,Female,Loyal Customer,34,Business travel,Business,1149,1,1,1,1,2,5,4,4,4,4,4,5,4,4,45,62.0
1864,dissatisfied,Female,Loyal Customer,51,Business travel,Eco,1758,3,1,2,2,5,2,2,2,2,3,2,4,2,4,27,16.0
1865,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2307,3,2,3,4,2,3,2,2,1,5,4,1,4,2,0,0.0
1866,satisfied,Male,Loyal Customer,55,Business travel,Business,1001,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,0.0
1867,dissatisfied,Female,disloyal Customer,39,Business travel,Business,2289,3,3,3,3,2,3,2,2,3,1,4,4,4,2,0,0.0
1868,satisfied,Male,Loyal Customer,27,Business travel,Eco,2398,4,1,1,1,4,4,4,4,4,1,1,4,3,4,0,0.0
1869,dissatisfied,Female,disloyal Customer,38,Business travel,Business,2343,1,0,0,3,1,0,1,1,3,2,4,2,3,1,0,0.0
1870,satisfied,Male,Loyal Customer,40,Business travel,Business,2260,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,4.0
1871,dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1949,2,4,5,4,3,5,3,3,3,5,4,5,5,3,0,0.0
1872,satisfied,Male,Loyal Customer,53,Business travel,Eco,1167,4,2,2,2,4,4,4,4,1,5,4,2,5,4,0,0.0
1873,dissatisfied,Female,Loyal Customer,55,Business travel,Business,3991,4,5,5,5,3,3,3,4,4,4,4,4,4,4,0,11.0
1874,dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1940,3,2,2,4,4,2,4,4,1,3,4,1,4,4,0,0.0
1875,satisfied,Female,Loyal Customer,52,Business travel,Business,1707,1,1,1,1,4,4,5,5,5,5,5,3,5,4,0,0.0
1876,satisfied,Female,Loyal Customer,59,Business travel,Business,381,5,5,5,5,5,4,4,5,5,5,5,4,5,4,0,0.0
1877,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1792,2,2,2,4,2,2,2,2,4,3,4,3,4,2,0,6.0
1878,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1045,2,4,0,2,5,0,5,5,4,5,4,4,4,5,0,0.0
1879,dissatisfied,Female,Loyal Customer,30,Business travel,Eco Plus,1518,2,1,1,1,2,2,2,2,2,5,3,3,3,2,0,0.0
1880,dissatisfied,Female,Loyal Customer,59,Personal Travel,Eco,357,3,5,3,4,2,5,5,3,3,3,3,4,3,4,32,24.0
1881,dissatisfied,Female,disloyal Customer,16,Business travel,Eco,1836,1,3,1,3,2,1,2,2,3,4,3,4,4,2,0,4.0
1882,satisfied,Female,disloyal Customer,29,Business travel,Business,2406,5,5,5,1,3,5,3,3,5,5,4,5,4,3,0,0.0
1883,satisfied,Female,disloyal Customer,24,Business travel,Eco,1854,4,4,4,2,4,4,4,4,5,3,5,3,2,4,25,13.0
1884,satisfied,Male,Loyal Customer,66,Business travel,Business,3702,2,2,4,2,3,2,1,5,5,5,5,3,5,4,0,0.0
1885,dissatisfied,Male,disloyal Customer,33,Business travel,Business,1598,2,2,2,2,1,2,1,1,5,2,5,4,5,1,0,0.0
1886,dissatisfied,Male,Loyal Customer,49,Business travel,Business,969,3,2,2,2,1,3,4,3,3,2,3,1,3,2,0,0.0
1887,satisfied,Male,Loyal Customer,45,Business travel,Business,2752,1,1,1,1,2,4,5,5,5,5,5,3,5,5,1,0.0
1888,satisfied,Female,disloyal Customer,18,Business travel,Business,3296,5,5,5,5,5,5,4,5,3,3,4,3,5,5,0,0.0
1889,dissatisfied,Female,disloyal Customer,11,Business travel,Eco,2479,2,2,2,2,5,2,5,5,4,5,3,2,4,5,0,0.0
1890,satisfied,Male,Loyal Customer,45,Business travel,Business,3005,1,1,1,1,5,4,5,4,4,4,4,5,4,4,36,48.0
1891,satisfied,Male,Loyal Customer,39,Business travel,Business,237,4,4,4,4,3,4,5,5,5,5,5,5,5,5,25,19.0
1892,satisfied,Female,Loyal Customer,55,Business travel,Business,2732,1,1,1,1,4,5,5,5,5,5,5,3,5,3,8,2.0
1893,dissatisfied,Female,Loyal Customer,25,Business travel,Business,1827,2,4,4,4,2,2,2,2,3,5,4,4,3,2,104,88.0
1894,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2079,1,4,1,4,4,1,4,4,4,3,4,5,5,4,0,0.0
1895,dissatisfied,Female,Loyal Customer,19,Personal Travel,Eco,2070,3,1,3,3,3,3,3,2,2,4,3,3,2,3,76,148.0
