age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,term_deposit,last_contact_day
4567,29,blue-collar,2,secondary,0,2870,1,0,988,1,-1,0,1,197
4568,27,admin,0,secondary,0,451,1,0,652,1,-1,0,1,197
4569,43,blue-collar,2,secondary,0,184,0,1,1019,11,-1,0,1,197
4570,32,blue-collar,2,secondary,0,1905,1,0,709,2,-1,0,1,197
4571,30,admin,1,secondary,0,-36,0,0,561,9,-1,0,1,197
4572,50,management,2,secondary,0,1165,0,0,455,1,-1,0,1,197
4573,40,blue-collar,2,secondary,0,-839,1,1,1018,2,-1,0,1,197
4574,42,services,2,secondary,0,3465,1,1,1039,2,-1,0,1,197
4575,40,technician,2,secondary,0,-357,1,0,700,4,-1,0,1,197
4576,27,student,2,secondary,0,119,1,0,781,2,-1,0,1,197
4577,35,management,2,tertiary,0,36,0,1,1656,5,-1,0,1,197
4578,26,blue-collar,2,secondary,0,-11,1,1,1150,3,-1,0,1,198
4579,35,housemaid,2,primary,0,113,1,0,923,2,-1,0,1,198
4580,52,blue-collar,2,secondary,0,1405,0,1,753,2,-1,0,1,198
4581,32,blue-collar,1,secondary,0,118,1,0,1275,1,-1,0,1,198
4582,39,technician,2,secondary,0,251,1,0,342,2,-1,0,1,198
4583,31,blue-collar,0,secondary,0,-277,1,0,1008,2,-1,0,1,198
4584,26,services,1,secondary,0,-189,0,1,538,2,-1,0,1,198
4585,42,management,2,tertiary,0,4,1,0,795,1,-1,0,1,198
4586,32,technician,2,secondary,0,348,1,0,926,1,-1,0,1,198
4587,27,services,1,secondary,0,1820,1,0,1027,1,-1,0,1,198
4588,33,self-employed,0,secondary,0,1904,1,0,1584,2,-1,0,1,198
4589,51,blue-collar,2,primary,0,201,1,0,582,2,-1,0,1,198
4590,33,admin,2,secondary,0,0,1,0,1448,7,-1,0,1,198
4591,30,technician,1,tertiary,0,178,0,0,656,3,-1,0,1,198
4592,29,management,2,tertiary,0,51,1,0,1319,5,-1,0,1,198
4593,52,housemaid,2,primary,0,3798,1,0,1208,1,-1,0,1,198
4594,42,blue-collar,0,primary,0,301,1,0,1175,2,-1,0,1,198
4595,31,management,0,tertiary,0,294,1,0,536,5,-1,0,1,198
4596,27,services,2,secondary,0,0,1,0,991,5,-1,0,1,198
4597,44,blue-collar,1,secondary,0,292,0,1,1153,4,-1,0,1,198
4598,55,housemaid,2,primary,0,0,1,0,1303,2,-1,0,1,198
4599,40,entrepreneur,0,secondary,0,2998,1,0,623,3,-1,0,1,199
4600,54,technician,1,tertiary,0,467,1,0,674,3,-1,0,1,199
4601,46,housemaid,0,primary,0,2084,1,0,1081,2,-1,0,1,199
4602,30,management,1,tertiary,0,502,0,1,572,1,-1,0,1,199
4603,30,services,0,primary,0,459,1,0,494,1,-1,0,1,199
4604,32,services,0,secondary,0,454,1,0,978,1,-1,0,1,199
4605,56,technician,0,secondary,0,179,0,0,536,1,-1,0,1,199
4606,33,blue-collar,2,secondary,0,661,1,0,968,1,-1,0,1,199
4607,31,technician,2,secondary,1,-367,1,0,474,2,-1,0,1,199
4608,30,services,1,secondary,1,-366,1,0,516,1,-1,0,1,199
4609,33,blue-collar,2,secondary,0,89,1,0,278,2,-1,0,1,199
4610,30,blue-collar,1,secondary,0,183,1,0,610,1,-1,0,1,199
4611,32,self-employed,2,primary,0,102,1,0,560,1,-1,0,1,199
4612,41,blue-collar,0,primary,0,138,1,0,640,3,-1,0,1,199
4613,31,admin,1,secondary,0,622,0,0,420,1,-1,0,1,199
4614,30,admin,0,secondary,0,10,1,0,658,2,-1,0,1,199
4615,51,housemaid,0,secondary,0,9228,0,0,655,4,-1,0,1,199
4616,34,admin,0,secondary,0,-251,0,0,641,1,-1,0,1,199
4617,28,admin,1,unknown,0,24,1,0,415,2,-1,0,1,199
4618,43,entrepreneur,2,secondary,0,104,1,0,635,3,-1,0,1,199
4619,33,technician,1,tertiary,0,1393,1,0,1127,3,-1,0,1,199
4620,36,management,2,tertiary,0,625,1,0,1360,9,-1,0,1,199
4621,28,blue-collar,2,secondary,0,173,0,0,588,7,-1,0,1,199
4622,32,admin,0,secondary,0,-46,0,1,1373,4,-1,0,1,199
4623,31,blue-collar,0,secondary,0,0,1,1,913,4,-1,0,1,199
4624,35,entrepreneur,1,tertiary,0,145,1,0,799,2,-1,0,1,199
4625,31,management,2,tertiary,0,325,1,0,1139,2,-1,0,1,199
4626,32,management,1,tertiary,0,2551,1,0,638,3,-1,0,1,202
4627,25,services,1,secondary,0,2311,0,1,1105,2,-1,0,1,202
4628,56,retired,0,tertiary,0,158,0,1,854,1,-1,0,1,202
4629,31,blue-collar,2,primary,0,-537,1,1,1039,7,-1,0,1,202
4630,29,blue-collar,1,secondary,0,-20,0,1,574,1,-1,0,1,202
4631,47,technician,2,secondary,0,1981,1,0,919,2,-1,0,1,202
4632,32,services,2,primary,0,228,1,0,1017,6,-1,0,1,202
4633,39,management,2,tertiary,0,1423,1,0,733,3,-1,0,1,202
4634,51,management,2,tertiary,0,2455,1,0,553,1,-1,0,1,202
4635,40,blue-collar,2,primary,0,0,1,0,1080,4,-1,0,1,202
4636,54,technician,0,secondary,0,859,0,1,710,1,-1,0,1,202
4637,58,retired,2,unknown,0,9004,0,0,891,4,-1,0,1,202
4638,42,unemployed,2,unknown,0,970,1,0,691,10,-1,0,1,202
4639,56,services,2,primary,0,486,0,1,1877,1,-1,0,1,202
4640,25,student,2,tertiary,0,10,1,0,857,4,-1,0,1,202
4641,55,housemaid,2,secondary,0,127,1,0,1130,8,-1,0,1,202
4642,26,blue-collar,1,primary,0,409,1,0,577,2,-1,0,1,202
4643,40,admin,1,secondary,0,664,0,0,1342,2,-1,0,1,202
4644,26,technician,1,secondary,0,223,0,1,1002,3,-1,0,1,202
4645,35,management,1,tertiary,0,-324,0,1,985,11,-1,0,1,202
4646,34,services,1,secondary,0,-30,0,0,1360,3,-1,0,1,202
4647,41,management,1,tertiary,0,1253,0,0,1134,5,-1,0,1,202
4648,44,management,2,primary,0,4758,1,0,712,6,-1,0,1,203
4649,47,admin,2,secondary,0,290,1,0,1352,2,-1,0,1,203
4650,33,management,1,tertiary,0,30,1,0,1077,1,-1,0,1,203
4651,36,management,0,tertiary,0,81,0,1,560,1,-1,0,1,203
4652,38,technician,2,secondary,0,0,1,0,1545,1,-1,0,1,203
4653,35,technician,2,tertiary,0,328,1,0,654,2,-1,0,1,203
4654,41,technician,1,tertiary,0,145,0,0,1833,2,-1,0,1,203
4655,41,management,0,unknown,0,465,1,0,1508,1,-1,0,1,203
4656,28,blue-collar,2,secondary,0,751,1,0,598,5,-1,0,1,203
4657,35,admin,1,secondary,0,507,1,0,560,2,-1,0,1,203
4658,26,services,2,secondary,0,-379,1,1,1237,7,-1,0,1,203
4659,39,blue-collar,1,secondary,0,0,0,0,864,4,-1,0,1,203
4660,25,admin,2,unknown,0,349,1,0,1037,8,-1,0,1,203
4661,37,admin,2,secondary,0,1110,1,0,802,11,-1,0,1,203
4662,27,services,2,secondary,0,0,1,0,1608,13,-1,0,1,203
4663,25,management,2,secondary,0,2228,1,0,754,1,-1,0,1,204
4664,46,management,0,tertiary,0,2166,1,0,870,1,-1,0,1,204
4665,42,management,0,secondary,0,283,1,0,761,1,-1,0,1,204
4666,25,blue-collar,1,secondary,0,-247,1,0,633,1,-1,0,1,204
4667,28,technician,1,tertiary,0,-123,0,1,690,1,-1,0,1,204
4668,33,services,0,secondary,0,44,0,1,529,1,-1,0,1,204
4669,32,management,1,secondary,0,131,1,1,1152,2,-1,0,1,204
4670,32,blue-collar,2,secondary,0,476,1,0,956,9,-1,0,1,204
4671,47,technician,1,secondary,0,1101,1,0,957,3,-1,0,1,204
4672,50,entrepreneur,2,tertiary,0,-168,1,0,1327,2,-1,0,1,204
4673,32,blue-collar,1,secondary,0,799,0,1,2078,6,-1,0,1,204
4674,28,student,1,secondary,0,153,0,0,1124,2,-1,0,1,204
4675,27,technician,2,secondary,0,-392,1,0,228,2,-1,0,1,204
4676,45,admin,2,secondary,0,524,1,0,808,1,-1,0,1,204
4677,51,admin,1,secondary,0,895,0,0,638,2,-1,0,1,204
4678,36,admin,2,secondary,0,212,1,1,1201,6,-1,0,1,204
4679,51,self-employed,2,secondary,0,95,1,0,1309,4,-1,0,1,204
4680,33,services,1,tertiary,0,395,1,0,1359,6,-1,0,1,204
4681,59,technician,2,secondary,0,135,1,1,416,4,-1,0,1,204
4682,38,entrepreneur,2,tertiary,0,0,0,0,532,2,-1,0,1,204
4683,40,services,2,secondary,0,471,1,0,430,4,-1,0,1,205
4684,51,blue-collar,2,primary,0,603,1,0,853,2,-1,0,1,205
4685,41,entrepreneur,1,secondary,0,663,0,0,1204,1,-1,0,1,205
4686,55,retired,0,secondary,0,-268,0,1,1417,1,-1,0,1,205
4687,38,entrepreneur,2,secondary,0,593,1,1,1484,24,-1,0,1,205
4688,31,management,2,tertiary,0,1224,1,1,1441,2,-1,0,1,205
4689,28,admin,1,secondary,0,2,1,0,454,1,-1,0,1,205
4690,41,blue-collar,2,secondary,1,720,0,1,651,1,-1,0,1,205
4691,33,management,0,tertiary,0,990,1,0,1491,2,-1,0,1,205
4692,25,student,1,secondary,0,1747,1,0,903,1,-1,0,1,205
4693,45,admin,0,secondary,0,59,1,0,873,8,-1,0,1,205
4694,25,technician,1,secondary,0,4718,0,0,709,1,-1,0,1,205
4695,31,blue-collar,2,primary,0,33,1,0,901,2,-1,0,1,205
4696,28,services,1,secondary,0,340,1,0,821,2,-1,0,1,205
4697,49,technician,0,secondary,0,305,0,0,367,2,-1,0,1,205
4698,25,services,2,secondary,0,0,1,0,458,9,-1,0,1,205
4699,28,unemployed,1,tertiary,0,497,1,0,1602,6,-1,0,1,205
4700,54,retired,2,secondary,0,1371,0,0,1492,2,-1,0,1,206
4701,28,technician,1,tertiary,0,1628,1,0,1422,2,-1,0,1,206
4702,27,technician,1,tertiary,0,372,1,1,728,2,-1,0,1,206
4703,49,blue-collar,1,primary,0,566,1,0,979,2,-1,0,1,206
4704,53,blue-collar,2,primary,0,343,1,0,616,5,-1,0,1,206
4705,26,technician,1,secondary,0,941,0,1,784,1,-1,0,1,206
4706,37,services,2,secondary,0,775,0,1,1000,1,-1,0,1,206
4707,34,blue-collar,1,secondary,0,1759,0,1,695,1,-1,0,1,206
4708,33,admin,2,secondary,0,82,1,0,735,1,-1,0,1,206
4709,35,management,0,tertiary,0,1723,1,0,862,1,-1,0,1,206
4710,51,retired,2,primary,0,1495,0,0,1946,4,-1,0,1,206
4711,39,housemaid,2,secondary,0,1444,0,0,362,8,-1,0,1,206
4712,35,technician,1,tertiary,0,470,1,0,743,13,-1,0,1,206
4713,51,unemployed,2,primary,0,1162,1,0,2015,1,-1,0,1,206
4714,30,management,1,tertiary,0,2,1,1,1031,8,-1,0,1,206
4715,42,blue-collar,1,primary,0,1628,1,0,590,8,-1,0,1,206
4716,54,management,2,secondary,0,1134,1,0,1330,3,-1,0,1,206
4717,51,blue-collar,2,primary,0,0,1,1,946,3,-1,0,1,206
4718,57,retired,0,primary,0,63,0,1,1448,17,-1,0,1,206
4719,30,management,2,tertiary,0,1221,1,0,279,4,-1,0,1,206
4720,37,blue-collar,1,secondary,0,5024,0,1,661,4,-1,0,1,206
4721,39,technician,2,secondary,0,10685,1,0,1369,9,-1,0,1,206
4722,35,technician,2,tertiary,0,1629,0,0,653,4,-1,0,1,206
4723,48,management,2,secondary,0,268,1,0,458,7,-1,0,1,209
4724,45,admin,0,tertiary,0,1506,0,0,365,4,-1,0,1,209
4725,31,management,2,tertiary,0,0,1,1,664,8,-1,0,1,209
4726,35,self-employed,2,secondary,0,5613,1,0,699,3,-1,0,1,209
4727,48,housemaid,2,secondary,0,513,0,1,939,3,-1,0,1,209
4728,43,services,2,secondary,0,-236,1,0,745,7,-1,0,1,209
4729,43,blue-collar,1,primary,0,-399,0,1,662,3,-1,0,1,209
4730,49,services,0,secondary,0,0,0,0,412,2,-1,0,1,209
4731,53,housemaid,2,primary,0,362,0,0,1169,2,-1,0,1,209
4732,48,entrepreneur,2,secondary,0,0,0,1,431,2,-1,0,1,209
4733,27,technician,1,secondary,0,3933,0,0,837,3,-1,0,1,209
4734,55,technician,2,secondary,0,3899,1,0,596,4,-1,0,1,209
4735,40,services,2,secondary,0,473,1,0,383,3,-1,0,1,209
4736,40,self-employed,1,tertiary,0,1616,0,0,1009,7,-1,0,1,209
4737,38,blue-collar,0,secondary,0,1817,1,0,1096,4,-1,0,1,209
4738,54,retired,1,secondary,0,129,0,1,867,2,-1,0,1,209
4739,54,technician,2,secondary,0,1938,0,1,551,3,-1,0,1,209
4740,50,admin,1,secondary,0,133,0,0,890,4,-1,0,1,209
4741,27,admin,1,secondary,0,192,0,0,1076,17,-1,0,1,209
4742,48,management,0,tertiary,0,2263,0,0,874,2,-1,0,1,210
4743,41,services,2,unknown,0,1538,0,0,710,2,-1,0,1,210
4744,51,blue-collar,0,primary,0,5,0,0,600,2,-1,0,1,210
4745,42,technician,1,tertiary,0,2625,0,0,2516,2,-1,0,1,210
4746,33,blue-collar,2,secondary,0,0,0,0,454,6,-1,0,1,210
4747,58,retired,0,secondary,0,1080,1,0,1058,2,-1,0,1,210
4748,47,unemployed,2,secondary,0,312,0,0,884,1,-1,0,1,210
4749,58,admin,2,secondary,0,145,1,0,616,13,-1,0,1,210
4750,60,self-employed,2,primary,0,362,0,1,816,6,-1,0,1,210
4751,41,blue-collar,2,secondary,0,-190,0,1,808,3,-1,0,1,210
4752,46,admin,2,secondary,0,659,1,0,1127,11,-1,0,1,210
4753,50,admin,2,secondary,0,2678,0,0,1011,6,-1,0,1,211
4754,46,housemaid,2,secondary,0,271,1,0,1013,29,-1,0,1,211
4755,47,management,1,tertiary,0,255,0,1,802,4,-1,0,1,211
4756,44,blue-collar,2,secondary,0,0,0,0,684,2,-1,0,1,211
4757,46,self-employed,0,tertiary,0,21,0,0,566,2,-1,0,1,211
4758,36,services,2,secondary,0,0,0,0,843,2,-1,0,1,211
4759,39,blue-collar,2,unknown,0,1181,1,0,650,2,-1,0,1,211
4760,58,management,0,secondary,0,3161,0,0,542,2,-1,0,1,211
4761,44,unemployed,1,primary,1,-4,0,1,788,2,-1,0,1,211
4762,49,entrepreneur,0,unknown,1,-701,1,0,988,2,-1,0,1,211
4763,55,management,2,tertiary,0,-375,0,0,814,2,-1,0,1,211
4764,52,unemployed,2,primary,0,959,0,0,694,2,-1,0,1,211
4765,37,services,2,secondary,0,4151,1,1,543,4,-1,0,1,211
4766,60,retired,0,secondary,0,1091,0,0,441,5,-1,0,1,211
4767,41,services,2,unknown,1,-1,0,1,1171,4,-1,0,1,211
4768,36,management,2,tertiary,0,96,0,0,729,4,-1,0,1,211
4769,41,blue-collar,0,primary,0,0,0,0,509,2,-1,0,1,211
4770,50,entrepreneur,2,tertiary,0,230,0,0,1089,4,-1,0,1,211
4771,44,housemaid,2,primary,0,-156,0,1,1211,2,-1,0,1,211
4772,54,technician,2,secondary,0,114,0,0,458,3,-1,0,1,211
4773,35,management,2,tertiary,0,-468,1,0,540,8,-1,0,1,211
4774,59,retired,0,secondary,0,679,0,0,761,4,-1,0,1,211
4775,42,entrepreneur,2,unknown,0,206,1,0,695,2,-1,0,1,211
4776,27,management,1,tertiary,0,1,1,0,764,4,-1,0,1,211
4777,27,technician,1,secondary,0,489,1,0,356,4,-1,0,1,211
4778,36,housemaid,2,primary,0,78,1,0,2692,9,-1,0,1,211
4779,59,housemaid,0,primary,0,2518,0,0,675,3,-1,0,1,211
4780,43,admin,2,secondary,0,378,0,0,782,8,-1,0,1,211
4781,39,technician,1,secondary,0,391,0,1,962,4,-1,0,1,211
4782,33,unemployed,2,secondary,0,-144,0,0,481,3,-1,0,1,211
4783,36,self-employed,1,tertiary,0,1240,0,0,812,3,-1,0,1,212
4784,35,blue-collar,0,primary,0,1792,1,0,630,6,-1,0,1,212
4785,50,blue-collar,2,unknown,0,2284,1,0,1088,17,-1,0,1,212
4786,55,technician,2,secondary,0,264,1,1,1150,5,-1,0,1,212
4787,51,unemployed,0,tertiary,0,0,0,0,574,2,-1,0,1,212
4788,48,entrepreneur,2,tertiary,1,-392,0,0,725,4,-1,0,1,212
4789,55,housemaid,0,primary,0,77,0,0,463,6,-1,0,1,212
4790,30,services,2,secondary,0,48,1,0,662,13,-1,0,1,212
4791,53,blue-collar,2,primary,0,252,0,0,727,4,-1,0,1,212
4792,40,blue-collar,2,secondary,0,1954,0,0,1107,2,-1,0,1,212
4793,44,technician,2,primary,0,755,0,1,829,4,-1,0,1,212
4794,51,self-employed,2,tertiary,0,5350,1,1,612,4,-1,0,1,212
4795,58,management,2,secondary,0,-382,0,0,644,12,-1,0,1,212
4796,40,housemaid,1,tertiary,0,7441,0,0,1461,6,-1,0,1,212
4797,35,management,2,tertiary,0,1731,0,0,361,4,-1,0,1,212
4798,49,management,0,tertiary,0,755,0,0,1212,4,-1,0,1,212
4799,40,blue-collar,2,primary,0,57,1,0,1007,9,-1,0,1,212
4800,48,admin,2,primary,0,3644,1,1,1039,9,-1,0,1,212
4801,40,admin,2,secondary,0,341,0,0,1142,5,-1,0,1,212
4802,58,unemployed,2,primary,0,1183,0,0,1721,5,-1,0,1,212
4803,49,services,2,secondary,0,388,0,0,1032,4,-1,0,1,212
4804,38,technician,2,secondary,0,1919,0,0,846,1,-1,0,1,216
4805,51,housemaid,0,tertiary,0,1613,0,0,870,1,-1,0,1,216
4806,36,management,0,tertiary,0,0,0,0,1165,1,-1,0,1,216
4807,55,retired,2,secondary,0,0,0,0,1110,1,-1,0,1,216
4808,52,management,2,tertiary,0,7192,0,0,1486,1,-1,0,1,216
4809,43,technician,2,tertiary,0,0,0,0,1488,2,-1,0,1,216
4810,60,management,0,secondary,0,0,0,0,603,3,-1,0,1,217
4811,57,retired,2,secondary,0,466,0,0,641,2,-1,0,1,217
4812,41,technician,2,tertiary,0,515,0,0,837,2,-1,0,1,217
4813,50,technician,2,tertiary,0,2313,0,0,553,1,-1,0,1,217
4814,53,blue-collar,2,secondary,0,-8,0,0,794,1,-1,0,1,217
4815,59,retired,2,primary,0,1634,1,1,836,1,-1,0,1,217
4816,59,housemaid,2,primary,0,100,0,0,1134,1,-1,0,1,217
4817,33,management,2,tertiary,0,679,0,0,1109,2,-1,0,1,217
4818,52,unknown,2,unknown,0,5361,0,0,607,3,-1,0,1,217
4819,58,management,0,tertiary,0,1257,0,0,1536,1,-1,0,1,217
4820,58,unknown,2,unknown,0,1547,0,0,1186,4,-1,0,1,217
4821,59,retired,2,primary,0,3400,1,0,515,3,-1,0,1,217
4822,51,admin,2,secondary,0,949,0,0,1092,1,-1,0,1,217
4823,50,admin,2,secondary,0,4855,0,0,720,2,-1,0,1,217
4824,49,technician,1,secondary,0,1377,0,0,935,1,-1,0,1,217
4825,33,management,0,tertiary,0,2885,0,0,1051,2,-1,0,1,217
4826,55,blue-collar,2,primary,0,512,0,0,1200,2,-1,0,1,217
4827,42,technician,2,tertiary,0,921,0,0,531,3,-1,0,1,217
4828,52,services,2,secondary,0,1000,0,0,766,2,-1,0,1,217
4829,38,technician,2,tertiary,0,202,0,0,1311,2,-1,0,1,217
4830,55,technician,2,tertiary,0,169,0,1,618,2,-1,0,1,217
4831,49,technician,2,tertiary,0,3726,0,0,875,2,-1,0,1,217
4832,56,technician,0,secondary,0,146,1,0,419,3,-1,0,1,217
4833,46,technician,2,secondary,0,940,0,0,1227,2,-1,0,1,217
4834,57,retired,0,tertiary,0,734,0,0,1357,4,-1,0,1,218
4835,61,retired,2,secondary,0,77,0,0,455,4,-1,0,1,218
4836,45,admin,2,secondary,0,925,0,0,406,2,-1,0,1,218
4837,39,management,2,tertiary,0,1836,0,0,902,3,-1,0,1,218
4838,46,admin,2,secondary,0,660,0,0,740,2,-1,0,1,218
4839,34,management,1,tertiary,0,681,0,0,637,2,-1,0,1,218
4840,43,management,1,tertiary,0,1304,0,0,501,2,-1,0,1,218
4841,34,services,2,secondary,0,2956,0,0,835,2,-1,0,1,218
4842,35,management,0,tertiary,0,146,0,0,720,2,-1,0,1,218
4843,36,management,0,tertiary,1,36,0,0,836,4,-1,0,1,218
4844,45,management,0,tertiary,0,1,0,0,490,2,-1,0,1,218
4845,47,technician,2,secondary,0,2480,0,0,763,2,-1,0,1,218
4846,42,technician,2,tertiary,0,14282,1,0,649,4,-1,0,1,218
4847,34,blue-collar,2,secondary,0,182,0,0,938,2,-1,0,1,218
4848,40,management,1,tertiary,0,0,0,0,641,6,-1,0,1,218
4849,40,technician,0,secondary,0,311,0,0,738,2,-1,0,1,218
4850,32,technician,2,secondary,0,560,0,0,1044,4,-1,0,1,218
4851,33,technician,1,secondary,0,3059,0,1,482,2,-1,0,1,218
4852,32,self-employed,2,tertiary,0,1423,0,0,1249,4,-1,0,1,218
4853,46,blue-collar,2,primary,0,874,0,0,996,1,-1,0,1,218
4854,50,admin,2,secondary,0,706,1,0,1250,4,-1,0,1,218
4855,51,blue-collar,2,primary,0,7098,0,0,1471,7,-1,0,1,218
4856,30,management,1,tertiary,0,5389,0,0,1456,3,-1,0,1,218
4857,34,technician,0,tertiary,0,674,1,0,587,2,-1,0,1,219
4858,39,technician,1,secondary,0,1104,0,0,395,2,-1,0,1,219
4859,47,admin,2,secondary,0,3070,0,0,663,4,-1,0,1,219
4860,40,technician,0,secondary,0,0,0,0,674,2,-1,0,1,219
4861,50,blue-collar,2,primary,0,4108,1,0,526,2,-1,0,1,219
4862,60,management,2,tertiary,0,0,0,0,401,3,-1,0,1,219
4863,32,management,1,tertiary,0,4291,0,0,1321,9,-1,0,1,219
4864,57,technician,2,tertiary,0,6822,0,0,797,2,-1,0,1,219
4865,41,self-employed,2,tertiary,0,231,0,0,352,2,-1,0,1,219
4866,50,technician,2,secondary,0,3176,0,0,670,1,-1,0,1,219
4867,46,technician,0,secondary,0,-824,1,0,429,3,-1,0,1,219
4868,31,management,2,tertiary,0,676,0,0,1182,1,-1,0,1,219
4869,36,technician,1,secondary,0,651,0,0,876,1,-1,0,1,219
4870,45,technician,0,secondary,0,2657,0,0,895,3,-1,0,1,219
4871,33,technician,0,secondary,0,801,0,0,341,5,-1,0,1,219
4872,41,technician,2,tertiary,0,1517,0,0,193,3,-1,0,1,220
4873,37,technician,1,secondary,0,980,0,0,1306,5,-1,0,1,220
4874,60,management,2,tertiary,0,73,0,0,243,2,-1,0,1,220
4875,47,services,2,secondary,0,405,0,1,994,2,-1,0,1,220
4876,35,management,2,tertiary,0,82,0,0,507,4,-1,0,1,220
4877,47,blue-collar,2,secondary,0,8229,0,0,784,2,-1,0,1,220
4878,38,management,2,tertiary,0,179,0,0,317,4,-1,0,1,220
4879,33,management,2,tertiary,0,1047,0,0,512,4,-1,0,1,220
4880,44,technician,1,secondary,0,7138,0,0,809,2,-1,0,1,220
4881,31,management,1,tertiary,0,165,0,1,523,2,-1,0,1,220
4882,31,management,1,tertiary,0,37,0,0,669,2,-1,0,1,220
4883,32,technician,1,secondary,0,40,0,0,419,2,-1,0,1,220
4884,49,services,2,secondary,0,823,0,0,780,4,-1,0,1,220
4885,52,services,2,primary,0,1625,0,0,459,2,-1,0,1,220
4886,31,technician,2,tertiary,0,120,0,0,1000,1,-1,0,1,220
4887,35,management,2,tertiary,0,2957,1,1,733,3,-1,0,1,220
4888,32,technician,1,secondary,0,483,0,0,580,3,-1,0,1,220
4889,31,management,1,tertiary,0,2,0,0,848,1,-1,0,1,220
4890,36,technician,0,secondary,0,1,0,0,1242,3,-1,0,1,220
4891,39,management,2,tertiary,0,1795,0,0,922,7,-1,0,1,220
4892,46,management,2,tertiary,0,4,0,0,1206,4,-1,0,1,220
4893,46,management,0,tertiary,0,1297,0,0,716,3,-1,0,1,223
4894,48,blue-collar,2,primary,0,476,0,0,856,3,-1,0,1,223
4895,36,management,2,tertiary,0,9,0,0,386,4,-1,0,1,223
4896,30,management,2,tertiary,0,131,1,0,384,6,-1,0,1,223
4897,30,management,1,tertiary,0,4889,0,0,545,2,-1,0,1,223
4898,33,management,1,tertiary,0,1120,0,0,1070,2,-1,0,1,223
4899,57,housemaid,2,primary,0,2785,0,0,610,4,-1,0,1,223
4900,33,management,1,tertiary,0,0,0,0,699,7,-1,0,1,223
4901,35,management,2,tertiary,0,43,0,0,917,4,-1,0,1,223
4902,39,management,2,secondary,0,11835,1,0,744,2,-1,0,1,223
4903,53,management,2,tertiary,0,0,0,0,608,2,-1,0,1,223
4904,39,management,2,secondary,0,215,0,0,1141,4,-1,0,1,223
4905,41,management,2,secondary,0,456,1,0,734,4,-1,0,1,223
4906,32,management,1,secondary,0,2018,0,0,1238,1,-1,0,1,223
4907,31,management,2,secondary,0,0,0,0,720,1,-1,0,1,223
4908,37,technician,1,secondary,0,4,0,0,933,1,-1,0,1,223
4909,51,blue-collar,2,primary,0,541,0,0,663,3,-1,0,1,223
4910,41,management,2,tertiary,0,0,0,0,1242,5,-1,0,1,223
4911,35,technician,1,secondary,0,354,0,0,444,3,-1,0,1,223
4912,48,blue-collar,2,primary,0,719,0,1,418,5,-1,0,1,223
4913,34,management,2,tertiary,0,828,0,1,1080,3,-1,0,1,223
4914,47,blue-collar,2,secondary,0,2787,0,0,479,1,-1,0,1,223
4915,46,unemployed,2,secondary,0,2551,0,0,645,2,-1,0,1,224
4916,60,retired,2,secondary,0,2722,0,0,506,2,-1,0,1,224
4917,39,management,2,secondary,0,1880,0,0,768,2,-1,0,1,224
4918,57,blue-collar,2,primary,0,2112,0,0,1134,2,-1,0,1,224
4919,32,management,0,tertiary,0,874,0,0,1282,6,-1,0,1,224
4920,32,management,1,tertiary,0,2667,1,0,971,2,-1,0,1,224
4921,36,unemployed,0,secondary,0,871,0,0,396,3,-1,0,1,224
4922,30,management,2,secondary,0,850,0,0,507,2,-1,0,1,224
4923,33,technician,2,secondary,0,3243,0,0,439,4,-1,0,1,224
4924,57,management,0,tertiary,0,8897,1,0,865,2,-1,0,1,224
4925,38,technician,1,tertiary,0,508,1,1,1103,2,-1,0,1,224
4926,46,self-employed,2,secondary,0,548,0,0,1181,4,-1,0,1,224
4927,30,management,2,tertiary,0,1567,1,0,1133,4,-1,0,1,224
4928,49,management,2,tertiary,0,4751,0,0,884,4,-1,0,1,224
4929,38,technician,2,secondary,0,1478,0,0,926,4,-1,0,1,224
4930,36,technician,1,secondary,1,12,0,0,587,2,-1,0,1,224
4931,49,blue-collar,2,primary,0,128,0,0,696,2,-1,0,1,224
4932,49,blue-collar,2,secondary,0,553,0,0,645,8,-1,0,1,224
4933,40,unemployed,0,secondary,0,1694,0,0,473,6,-1,0,1,224
4934,49,blue-collar,2,primary,0,408,0,0,559,4,-1,0,1,224
4935,38,management,2,tertiary,0,1223,0,0,1092,5,-1,0,1,224
4936,31,management,1,tertiary,0,1858,0,0,453,3,-1,0,1,224
4937,31,technician,1,tertiary,0,208,0,0,1344,7,-1,0,1,224
4938,34,management,2,tertiary,0,520,1,0,1307,4,-1,0,1,224
4939,39,management,2,tertiary,0,271,1,0,1344,1,-1,0,1,224
4940,33,management,1,tertiary,0,87,0,0,978,1,-1,0,1,224
4941,40,management,2,secondary,0,4396,0,0,432,3,-1,0,1,224
4942,47,technician,2,secondary,0,568,1,0,1613,1,-1,0,1,224
4943,37,technician,1,secondary,0,3665,0,0,664,3,-1,0,1,224
4944,44,technician,1,secondary,0,244,1,0,1735,4,-1,0,1,224
4945,55,management,2,tertiary,0,568,0,0,940,10,-1,0,1,224
4946,30,management,1,tertiary,0,4210,0,0,796,4,-1,0,1,224
4947,40,technician,2,secondary,0,42,0,0,1842,2,-1,0,1,225
4948,54,retired,2,primary,0,309,0,0,969,2,-1,0,1,225
4949,35,technician,2,secondary,0,-180,0,1,823,2,-1,0,1,225
